sentimenteffective,sentimentpet,sentimentprocess,sentimentrecycle,text
Neutral,Negative,Neutral,Negative,BPA atau PET sama2 plastik sama2 gak sehat. Daur ulang juga kualitas plastik menurun. PDAM emang jelek mati jam 11 malem nyala sebebasnya di Jakarta Jl. Mardani. Bayar doank suruh tepat waktu
Neutral,Negative,Negative,Negative,Cup plastik tebel2 gini tuh sebetulnya secara kelingkungan gimana ya?Kalo dibandingkan dgn bungkus plastik jadul atau paper cup. Apakah lebih baik karena bahan mahal sehingga pasti dipisahin pemulung -&gt; dikumpul u/ daur ulang atau justru lebih jelek karena susah terurai
Negative,Neutral,Negative,Neutral,@akuyangsatunyaa @fahyongware1 @AREAJULID @univ_indonesia @GreenpeaceID Nambah sampah plastik ini jangan salahkan pihak pabrik salahkan diri kita semua. Karena seharusnya sampah plastik itu bukan dibuang sembarangan ataupun dibakar tp didaur ulang kembali menjadi plastik yg baru. Sistem daur ulang masih jelek disini.
Negative,Negative,Negative,Negative,@GreenpeaceID 4. Daur ulang hanya akan menimbulkan mindset ah gapapa gunain plastik. Yg penting kan nanti didaur ulang . Pdhl nyatanya seperti yg disebut diatas ga semua plastik bisa recycle dan bahkan plastik yg bisa direcycle pun ada durability nya. Klo udh jelek yaa ga bisa recycle lgi
Negative,Neutral,Negative,Neutral,@remarkedlee Nambahin sampah plastik lah Dah tau daur ulang indo jelek
Neutral,Negative,Negative,Negative,@ichanx plastik dilebur jadi plastik dengann kualitas jelek itu daur ulang bukan namanya XP | @greenerationID @nekuira
Negative,Neutral,Negative,Neutral,Ignorant banget lo anjing yg jelek tu regulasi dan sistem daur ulang plastik dan sampah lain di indonesia. Yg lu kata katain umkm. Hadeh
Neutral,Negative,Neutral,Negative,Karna ga semua sendok plastik aromanya bisa sampe ganggu maka aku berpikir bisa jadi ini sendok berbahan baku plastik daur ulang yg jelek.
Neutral,Negative,Neutral,Negative,Nah mulai bohongnya nih boti jelek pemuja plastik daur ulang. Army marah karena lo bawa2 zionist bukan ttg muka buruk lo itu njir sok penting nih boti tulang lunak
Neutral,Neutral,Negative,Neutral,@chcolv Lah plastik juga bisa kali di daur ulang kali malahan kadang bisa lebih berguna noh botol contohnya kalo kertas buram di daur ulang mulu lama lama makin jelek kualitasnya Gitu kali ya 
Neutral,Negative,Neutral,Negative,@tanyakanrl Maaf bukan menyinggung aku gk tau souvernir km bahan plastiknya apa tp jujur aku agak sebel kalo dapet souvernir plastik jelek yg keliatan bgt plastik daur ulang yg bentuknya peralatan makan soalnya pasti gk akan kepake. Pdhl kalo gantungan kunci malah kepake dibanding itu 
Neutral,Negative,Neutral,Negative,@shireenarenren jangan plastik susah di daur ulang udah aja kardus sekalian bungkus tuh muka lo muak gue liatnya jelek bangeut wkwkwkwk
Neutral,Neutral,Neutral,Neutral,@askmenfess - Sedotan plastik gabisa di daur ulang - Memang cup plastik lebih besar tapi cup plastik lebih mudah di daur ulang - At least dia udah mulai ngelakuin hal baik buat lingkungan bukannya jelek-jelekin sebuah kebaikan di askmenfess 
Neutral,Negative,Neutral,Negative,namun hasil produk daur ulang plastik bukannya tdk mnimbulkan mslh lain. kualitas plastik daur ulang lbh jelek dr plastik baru
Neutral,Negative,Neutral,Negative,@horangdamn Jelek bgt kan keliatan kaya plastik putih daur ulang
Neutral,Neutral,Neutral,Negative,@Ezii_44 Tapi sampah bekwalitas bs di daur ulang klu lu sampah plastik jelek lagi hahaha
Negative,Negative,Neutral,Negative,@detikcom Knpa koq malah pake kardus?! Koq ya gk mikir pake yg bhn plastik aj gitu kek... Lbh baik lagi pake yg daur ulang untungnya 2x. Meski wujudnya jelek poll masih lebih baik daripada kardus yg gk ada tahan-tahannya sama sekali dg air. Ato emng gk Thu klo Indo lagi musim hujan?!
Neutral,Negative,Neutral,Negative,Yaelah murah banget pake plastik daur ulang aja nih kerenan dikit RT @dennynugraha_: Jelek banget-_- ini udah pake kertas nasi ko
Negative,Neutral,Neutral,Neutral,Jokowi Paksa Mal di DKI Gunakan Plastik Daur Ulang 
Neutral,Negative,Neutral,Negative,Jelek ameet dah lo pake plastik daur ulang berarti hahaRT @heeerry: lu pake kantong kresek haha RT @afifahnurdin: Ha ... 
Neutral,Neutral,Negative,Negative,@barkahwibowo Hooh jelek banget kayak plastik daur ulang. Daaan kadaluarsanya cuma sebentar kalau ga rapet nyimpene bisa jamuran. Waah baru tau kalau simbahmu orang Kebumen
Negative,Negative,Negative,Negative,@HjHitler @nemanusiapas @PartaiSocmed Hahaha Berhala Plastik kresek kah bang? Plastik susah terurai bang di alam harus di bakar sih biar cepet di daur ulang pun sdh jelek kualitasnya
Neutral,Negative,Negative,Negative,Ahh jelek ntr hsilny g bgus RT @tiimtim Plastik daur ulang dong go green dikit RT @ViennaTofu: Ga jg.klo pke ... 
Negative,Negative,Negative,Negative,@liputan6dotcom Sampah plastik di daur ulang jika daur ulangnya jelek &amp; tidak beres yg di salahkan siapa? Yg dapat duit siapa ? yg di peras siapa? Otaknya penuh hepeng. Bilang aja Broker pengen duit lagi.
Neutral,Negative,Negative,Negative,SUMPAH DEMI APAPUN bukannya renov kelas + benerin ring basket LU TAU SEKOLAH GUA MASANG TEMPAT DUDUK BENTUK LOVE tau ga sih yang biasanya jd spot foto ibu ibu di tempat wisata TRUS DI DEKOR PAKE BOTOL PLASTIK MAKSUDNYA APAAN ANJ mau cerita daur ulang mah jelek majang sampah 
Negative,Negative,Negative,Negative,@AREAJULID Ini yang bikin tuh mikir gini gak sih?? Sampah2 nya mau dikemanain Klo pun didaur ulang mnrt gue tetep agak kurang botol2 plastik yg kecil gtu aja udh banyak yg daur ulang tapi tetep masih numpuk sampah-sampai nya apalagi ini yg segede itu. Stress 
Positive,Neutral,Neutral,Positive,Tuh bajer galon sekali pake kek nya kurang literasi deh padahal Aqua yg pertama loh yg kemasan plastiknya 100% terbuat dari plastik daur ulang dan 100% bisa didaur ulang lagi. . Bajer galon sekali pakai warrior biasanya cuma playing victim padahal yg nyampah siapa dasar... 
Negative,Negative,Negative,Negative,rata2 sampah yg dihasilkan di jkt kurang lebih 7.700 ton per hari di tahun 2019 yg 34%nya merupakan sampah plastik. data dari SWI sampah di Indonesia ternyata 50%nya tetap berakhir di TPS dan kurang dari 10% sampah plastiknya terdaur ulang. kpn ya tingkat daur ulang kita kyk SGP 
Positive,Positive,Positive,Positive,@cakimiNOW Rispek Cakkk cuma kurang 1 tadi soal botol plastik bisa dijawab loh botol plastik pun tetap bisa didaur ulang coba lihat apa yang dilakukan Pak Anies di DKI melalui TPST Bantar Gebang yang mengolah sampah dengan 9 cara salah satunya daur ulang plastik . 
Negative,Neutral,Negative,Neutral,Kok bisa ya apakah kita masih kekurangan pemain daur ulang..? Atau apakah kita masih kurang pemulung..? Gw pernah dengar impor sampah utk bahan bakar Tapi blm pernah dengar ekspor sampah plastik yg sudah d daur ulang..?
Negative,Neutral,Negative,Neutral,@AulFidz @renzoalexand @txtfrombrand Untuk fasilitas daur ulang kita masih sangat sedikit kesadaran masyarakat juga kurang akan hal ini. Satu-satunya jalan buat perusahaan ya pakai kemasan yg ramah lingkungan itupun kalo bener Niat bikin kampanye anti sampah plastik.
Negative,Positive,Negative,Positive,@bocahkartoffel Di Indonesia juga udh ada yg namanya bank sampah kok. Cuma ya emg kesadaran diri masing2 aja yg kurang ka. Saya pelaku bisnis daur ulang sampah plastik kok. Kalo kesadaran dirinya tinggi sih enak gaperlu gaji pemulung utk keliling pasti udh ada yg nyetor kelapak. 
Negative,Negative,Negative,Negative,Waduhh malah pada war simpel c. Jangan buang sampah sembarangan belajar cara daur ulang mengurangi penggunaan plastik pokoknya kita semua harus sama samaa BISAAA jangan apa apa pemerintah. Masyarakatnya aja yang masih kurang dan bebal dalam hal ini.
Negative,Negative,Negative,Negative,Salah satu faktor penyebabnya adalah karena sistem daur ulang sampah plastik belum berjalan baik selain itu juga kesadaran masyarakat masih kurang untuk tidak membuang sampah sembarangan 
Negative,Negative,Neutral,Negative,Tips &amp; Trik Menjaga Linkungan Menurut data Sustainable Waste Indonesia (SWI) tingkat daur ulang sampah plastik di Indonesia kurang dari 11% hanya sekitar 9-10%. Padahal Indonesia merupakan salah satu negara penghasil sampah plastik terbesar di dunia. Per hari nya ada 
Negative,Neutral,Negative,Neutral,Daur ulang (yg di indo penerapannya masih kurang memadai) bukanlah jawaban utama pengurangan sampah plastik. Pengurangan penggunaan Plastik tatplah jawaban utama pengurangan sampah. Kalo terus di daur ulang ujung2nya ttp bakal dibuang2 juga @KompasTV #TolakGalonsekalipakai
Negative,Negative,Negative,Negative,Berfikir ga sih sampah banyak berserakan terutama sampah plastik.. karna : 1. Tempat sampah sangat amat terbatas 2. Pemakaian sampah plastik atau non daur ulang masih banyak bgt 3. Budaya - ini bisa diubah dengan kesadaran dan aturan 4. Peraturan yg kurang ditegakkan.
Negative,Negative,Negative,Negative,@sudiyah262 @piyopikavet justru tempat2 pengolahan sampah (plastik dan kertas) untuk daur ulang di indonesia kekurangan sampah untuk diolah hingga terpaksa impor sampah dari luar. yang kurang di kita itu manajemen sampah ga terbiasa misah2in sampah dr level rumahan
Negative,Neutral,Negative,Neutral,Indonesia merupakan salah satu negara penghasil sampah plastik terbesar di dunia bahkan menempati urutan kedua yang terbanyak. Menurut data Sustainable Waste Indonesia (SWI) tingkat daur ulang sampah plastik di Indonesia kurang dari 11 - #KKMUNTIRTAJAWARA2020 #KKM146 #UNTIRTA 
Neutral,Neutral,Negative,Positive,@mazzini_gsp Penemuan plastik tuh sebenernya buat menjaga lingkungan karena pada saat sebelum ditemukan plastik orang² bungkus sesuatu pake kertas yg bhan dasarnya kayu Penggunaan plastik g salah asal buang sampahnya aja bner dan daur ulang si utk skrg yg penting nah indo ini kurang soal itu
Negative,Negative,Neutral,Negative,@flamehanie Padahal daur ulang selama masih layak pakai okay aja. Padahal kalau daur ulang bisa mengurangi sampak plastik kan barang sampai selamat itu yg utama. Yang protes barang sampai dg selamat tapi makai packing daur ulang kayaknya kurang edukasi cinta lingkungan
Negative,Neutral,Negative,Neutral,Parahnya sebenernya ga efektifnya sistem daur ulang di Indonesia. Jangankan e-waste plastik aja masih kacrut. Terus kalo mau pake paper bag rata2 di sini masih blm pake yg murni daur ulang krn supplynya juga kurang buat bisnis.
Negative,Positive,Negative,Positive,Pelarangan kantong plastik sekali pakai dianggap sebagai solusi yang kurang tepat oleh beberapa pihak karena dapat menurunkan omzet. FUREC berharap pemerintah fokus memperbaiki sistem pengolahan sampah mengedukasi masyarakat&amp;mewajibkan penggunaan bahan daur ulang/bahan LDU. 
Neutral,Positive,Positive,Positive,@ixixi__1 @Outstandjing Hi! Thank you sudah mention kami Kami sudah cleanup kurang lebih 1 000 ton sampah dari Sungai Citarum loh.. dan sampah plastik tersebut kami recycle️️ jadi papan daur ulang dan bangku taman 
Positive,Neutral,Negative,Neutral,Perusahaan ini berkomitmen untuk memperluas infrastruktur daur ulang di wilayah yang kurang atau tidak memiliki infrastruktur pengelolaan limbah plastik. 
Neutral,Negative,Negative,Negative,@stravenues Saya lihat produsen kurang dilibatkan dalam pengelolaan sampah. Produsen sampah plastik (makanan/minuman kemasan sekali pakai) seharusnya ikut bertanggung jawab dalam menyediakan penampungan dan daur ulang limbah plastik.
Neutral,Negative,Neutral,Negative,@tanyarlfes Buang buang limbah plastik aja padahal sampah yang paling susah di daur ulang itu plastik tapi malah ngelakuin hal yang kurang penting kayak gini. Padahal eceran banyak warung atau ngga yang 1/2 kg. Lagian beras juga ngga basi
Neutral,Positive,Neutral,Positive,Salah satu program pemerintah dunia adalah mengurangi prosuksi baru plastik dan diantaranya adalah daur ulang produk plastik dalam berbagai bentuk baru seperti: kursi meja wajah dll. Hanya saja jika hasil instalasi plastik ke wajah kurang memuaskan mungkin via BPJS.
Negative,Negative,Negative,Negative,@AleriaLafonte @hermawan_devina Produsen air mineral kemasan di Indonesia menghadapi kendala dalam mendaur ulang sampah plastik karena beberapa alasan. Pertama biaya daur ulang tinggi sedangkan plastik baru lebih murah. Kedua infrastruktur pengelolaan sampah kurang memadai terutama di daerah terpencil.
Negative,Positive,Negative,Positive,@alfinpranata42 @ByanDalamBerita @siririsss @amwidyou saya juga diceritakan oleh pengepul kalau pasokan sampah untuk pabrik daur ulang ini masih kurang (iya kurang!) mereka sampai masih harus mengimpor sampah plastik untuk didaur ulang. kalau ditanya kenapa masih banyak sampah yang terbuang ke laut? maaf belum kapasitas-c
Neutral,Positive,Negative,Negative,@notmegurls @mas_aro @bale_balebambu @txtdrpemerintah Klo botol plastik masih bisa di daur ulang klo galon kek gitu aku kurang tau. Aku jual di pendaur ulang web
Negative,Neutral,Negative,Neutral,@SiswadiMargo @RadioElshinta SUSAH KALAU BANYAK PEMBURU RENTE (DLM HAL IMPORT )&amp; DIDUKUNG PEJABAT(KKN) SEPERTI SINYALEMEN BUNG RIZAL RAMLI... .....BUKTINYA PARA PEMULUNG(BANDARNYA) KURANG SEMANGAT KARENA PLASTIK DAUR ULANG TDK DIHARGAI 
Negative,Negative,Neutral,Negative,Pembina Asosiasi Daur Ulang Plastik (Adupi) Willy Tandiyo mengatakan meskipun tingkat daur ulang plastik di dalam negeri masih di bawah 10% bahan baku lokal memiliki kualitas yang kurang baik.
Negative,Negative,Neutral,Negative,Tercatat di data Sustainable Waste Indonesia (SWI) kurang dari 10% sampah plastik terdaur ulang dan lebih 50% tetap berakhir di tempat pembuangan akhir (TPA). Baru 60% persen tuh gatau 40% nya kemana . #lifeatunpar #kelasMIHI 
Neutral,Negative,Negative,Negative,Kurang percaya si sm yg masalah di makanin jin atau ditempelin setan tp lebih ke kasian sama tukang angkut sampah atau pemulung. Kadang mereka tu kl ada plastik item dibuka buat cek isinya ada barang yg bisa di daur ulang apa ngga. Kl pas di buka isinya darah haid kan jahat :(
Positive,Negative,Negative,Negative,@lucaxyzz @aagunawan @Reiza_Patters Iya tau boleh impor sampah alasannya bahan Baku sampah plastik di indonesia kurang Akhirnya justru bikin banyak masuk sampah2 yg tidak dpt di daur ulang Pasal baru ini nguntungin Indonesia ga sih? Ayo mending Rakyat diajarin memilah sampah sendiri? Sampah Kita banyak Kan?
Neutral,Positive,Positive,Positive,@_lisdafebri @ohmybeautybank Engga ka kalo platform daur ulang kaya gini justru nanti sampah bekasnya bakal diancurin utk jd biji plastik yg kemudian dipake utk bikin barang2 plastik lain kaya botol gelas plastik dll. Kurang lebihnya kaya gini ka prosesnya *cmiiw
Negative,Positive,Negative,Positive,@susipudjiastuti Memang betul ibu plastik sangat mengganggu di darat dan di sungai dan laut. Selagi pabrik nya masih ada sampah tak akan hilang. Solusinya adalah harus ada bentuk pengolahan sampah plastik contoh nya daur ulang sampah plastik. Tapi kalau plastik di kurang gemana dgn oplas ya ?
Neutral,Positive,Negative,Positive,Sistem pengumpulan yang kurang baik menyebabkan botol plastik bekas terbuang ke lingkungan hingga mencemarinya. Sahabat ingin tahu seperti apa proses daur ulang botol plastik bekas di RBU Tangerang Selatan? Yuk simak foto-foto di atas ya!
Neutral,Positive,Neutral,Positive,@WagimanDeep212_ Sudah ada kain Polyester daur ulang dari sampah botol plastik tapi kurang tau pabriknya di indo atau luar mbieb.
Negative,Negative,Neutral,Negative,Di uni eropa alat makan minum sekali pakai dar plastik dilarang di indonesia malah di daur ulang...pemerintah kurang peduli
Negative,Neutral,Negative,Positive,@jekanmezien_ Kurang edukasi &amp; kebanyakan mau praktis sih. Padahal beberapa bisa daur ulang seperti minyak bisa jadikan sabun untuk cuci piring. Sampah dari produk kecantikan/skincare bisa di bersihkan lalu jadikan kerajinan. Sekarang kan apa2 dibungkus plastik meski udah dikurangi akhir2 ini
Negative,Neutral,Neutral,Positive,@VICE_ID Bagus si konsepnya cuma kalo diturunkan kepasaran kurang ngena. Ya emang bagusnya daur ulang jadi kantong belanja ato macem perabot yang bisa diaplikasiin plastik bungkus ini.
Negative,Neutral,Negative,Neutral,Capek liat mentri kehabisan akal. semua di pajak.. Sekarang hrus di balik apakah pajak trsebut dapat mengurangi sampah dgn daur ulang apakah dgn pajak itu dibangun pabrik daur ulang klo enggak ngapain kena cukai berlebih. PPN per produk kurang ? 
Negative,Negative,Neutral,Negative,@sendyarn93 Lah padahal sekarang kan ada plastik makan dan minuman daur ulang yang seminggu bisa ancur sendiri kurang kreatif tempat makannya.... bilangnya go green tapi gatau inovasi wadah yang ramah lingkungan
Negative,Neutral,Negative,Neutral,@hanroomi pernah baca sekilas kurang yakin tepat atau engga. daur ulang sampaah itu dari segi pelaksanaan lebih ribet ketimbang buat baru murni dari biji plastik apalagi prosesnya lebih lama (pemilahan sterilisasi peleburan lagi dll) dan biayanya lebih gede
Neutral,Negative,Negative,Negative,@twitkuaing @Aryprasetyo85 @KementerianLHK @MandaNizami @FirzaHusainID @DS_yantie @miicies @Dwi_Ekaputri Produsen yg ngeyel soal kemasan plastik ukuran kecil juga kan kurang di minati industri daur ulang
