sentimenteffective,sentimentpet,sentimentprocess,sentimentrecycle,text
Positive,Neutral,Positive,Neutral,talkshow lingkung kelola sampah bareng indonesia  amp  bogor  kelas daur ulang bareng musik daur ulang begal plastik banyak 
Negative,Neutral,Negative,Negative,ironis  hingga hari indonesia milik standar baku daur ulang sampah plastik polikarbonat  sampah plastik polikarbonat sulit daur ulang  - anak kolong -
Negative,Negative,Negative,Negative,waspada serang monster plastik  lebih 90  plastik daur ulang usaha terus tingkat produksi plastik  daur ulang selesai masalah plastik lho breakfreefromplastic pantangplastik
Negative,Negative,Negative,Negative,btw kata biaya daur ulang lebih mahal banding bikin packaging baru from new plastics  glass  butuh mesin khusus butuh air listrik tenaga gak semua packaging sama satu cemar aja bikin batch recycle jadi plastik gagal  cmiiw 
Negative,Negative,Negative,Negative,sebenernya kemas botol pet kaya galon malah banyak pabrik daur ulang mau terima  kemas plastik sablon warna warni kaya gin ganti  pabrik indonesia kaya berani olah ongkos daur ulang mahal lewat banyak proses
Positive,Positive,Negative,Positive,buat prototipe daur ulang limbah plastik  kendala ad mampu sedia alat proses yg layak sehat aman  nitip pak pak prof tuk bantu alat 
Positive,Neutral,Neutral,Positive,buat kenal yuk kenal sama newhun diri tanggal 5 mei 2020 newhun jadi pertama asia produksi jam tangan daur ulang sampah plastik  sobat nonton podcast sama newhun channel youtube satgas citarum  newhun
Neutral,Negative,Neutral,Negative,pasuk masa tenang milu 2024 kelola sampah alat aga kampanye  apk  beberapa daerah daur ulang akhir jadi sampah  kampanye urban greenpeace indonesia atha rasyadi kata baliho bahan plastik pvc vinyl
Positive,Positive,Neutral,Positive,perintah rencana terap cukai kantong plastik kurang cemar lingkung  asosiasi daur ulang plastik indonesia nyata sampah kantong plastik daur ulang usul nilai tepat   info 
Positive,Neutral,Positive,Neutral,pernah taman recycle kawasan waduk elok giling cakung jakarta timur  sesuai nama taman hias bagai fasilitas buat bahan daur ulang plastik ban bekas  apa uni 
Neutral,Positive,Negative,Positive,botol plastik   dikumpulin kirim tempat daur ulang seh niat sempet
Positive,Neutral,Positive,Neutral,rencana rintis usaha biji plastik daur ulang lokasi mesin bikin sendiri modal punya  barangkali mau gabung 
Positive,Neutral,Positive,Neutral,tau daur ulang sampah plastik gimanaa  yuk mending ikut acara nih tegal semuadukungganjar
Negative,Neutral,Negative,Neutral,negara maju punya solusi lanjut daur ulang limbah plastik kontaminasi
Negative,Neutral,Negative,Neutral,adupi  industri daur ulang plastik pulih tahun depan
Negative,Negative,Negative,Negative,masalah plastik sampah  plastik udh gk d daur ulang cuman jadi sampah gak reuse recycle mau dijadiin apa cuman jadi sampah cuman dihancurin efek samping polusi microplastic
Neutral,Negative,Negative,Negative,udah nonton  rem bangett sampah plastik tuh bahaya kan susah daur ulang  nah sekarang galon sekali pake gitu bikin tambah bnyk sampah plastik dong mending sih pake galon isi ulang aqua gitu 
Neutral,Neutral,Negative,Neutral,masalah sistem daur ulang sampah indonesia sempurna  label bpa potensi tingkat sampah plastic akibat naik konsumsi plastik sekali pakai komitmen perintah 
Neutral,Positive,Positive,Positive,kalian paham makna logo daur ulang plastik yuk sekarang kamu tahu paham makna  loh sehat kalian  terasmitrafact kenalilogodaurulang plasticwaste limbahplastik
Positive,Positive,Positive,Positive,meski golong baru populer mesin daur ulang plastik  rvm  yg sembah bsi beri dampak hasil baik utk lingkung  balisustainablemovement2023
Negative,Neutral,Negative,Neutral,beberapa sektor udah jalan  industri daur ulang plastik  inov  daur ulang logam berat  mhki  proyek biomassa  amp  wte  oasa toba  sinkron  amp  dukung penuh bijak nasional 
Negative,Negative,Negative,Negative,nope daur ulang sampah plastik indonesia rendah banget  banyak sampah plastik kelola baik tpa akhir cari lingkung baik darat maupun air  cmiiw kehigenisan kualitas so called daur ulang jamin 
Negative,Negative,Negative,Negative,udahlah plastik daur ulang  lestari lingkung darimana  ayo dong kalau kalian bikin galon sekali pakai jangan cuma andal pulung bikin sistem daur ulang  sistem recycle indonesia jelas  gimana sih 
Neutral,Negative,Negative,Negative,indonesia daur ulang jadi plastik sayang olah limbah daur ulang sistem jalan baik negara  mulai masyarakat yg biasa pisah sampah yg daur ulang tempat olah sampah
Neutral,Negative,Negative,Negative,masalah indonesia daur ulang plastik tau  kalo singapur semua sampah bakar ruang karbon jadiin energi buat listrik  kalo indonesia batas numpukin gitu sih 
Negative,Positive,Negative,Positive,tahu plastik urai jadi bahan bakar butuh 8kg sampah plastik hasil satu galon bensin  tahu industri daur ulang plastik milik kerja sangat buruk  9  sampah pernah hasil
Neutral,Negative,Negative,Negative,ingat semua kurang plastik daur ulang  amp  buang sampah sembarang  sayang sistem daur ulang indonesia bagus  tadi marah waktu belanja suruh bayar tas plastik  bilang bayar kalau butuh jgn kasih tas plastik 
Neutral,Neutral,Negative,Neutral,batas titik kumpul buat sampah daur ulang angkut potensi sumbang emisi karbon galon ulang kira kurang timbul sampah plastik tempat buang akhir hingga 316 ton  th
Positive,Positive,Neutral,Positive,buat tahu aqua life inovasi botol 100  daur ulang pertama indonesia 100  daur ulang  lebih ramah lingkung proses buat plastik baru 
Neutral,Positive,Positive,Positive,halo sahabatkominfo  kalian tahu kalau sampah plastik nyata punya banyak simbol daur ulang lho  simbol daur ulang mudah olah limbah sampah plastik baik 
Neutral,Neutral,Positive,Positive,produk daur ulang  nah nih kenalin kalau produk atas salah satu produk daur ulang sampah kemas rinso plastik butuh juta tahun guys hancur  sedih yaah  yuk pilah sampah 
Negative,Neutral,Negative,Neutral,prospek industri daur ulang plastik indonesia tahun depan kira bakal makin suram lantar dampak perang dagang reda 
Negative,Negative,Negative,Negative,suhartanto hati2 jebak false solution cara global plastik daur ulang 9  negara maju ndak 50  nya upaya daur ulang sampah plastik kumpul  lanjur atas baik cegah awal 
Positive,Positive,Positive,Positive,daur ulang indonesia terlalu maju  anak muda buat jam tangan sampah plastik sinar terang usaha startup henti rusa lingkung  sedang proses dukung giat cara maksimal 
Neutral,Positive,Negative,Positive,7  arti jenis plastik laku daur ulang  perintah target limbah plastik daur ulang tahun 2019 sentuh hingga angka 25 
Negative,Negative,Negative,Negative,nah poin  olah daur ulang limbah  sampah plastik sini 
Neutral,Positive,Positive,Positive,sampah jadi berkah tambah kreatifitas  peluang laku daur ulang limbah baik upa kertas maupun plastik indonesia optimal  litbangkompas kompaspedia adadikompas
Negative,Negative,Negative,Negative,botol aqua 100  bahan daur ulang plasti pasar  seko soalny sedih liat plastik mana
Positive,Neutral,Negative,Neutral,darat uah banyak langkah orang2 buat reduksi sampah plastik  daur ulang jadi produk punya nilai jual  semua  sampah banyak energimuda kolaboraksi
Negative,Neutral,Negative,Neutral,sampah plastik label kemas post consumer tahu pabrik daur ulang terima arti potensi volume besar apsi sedang rancang sistem kumpul cara nasional label sortir sedia ditemen2 mulai bank sampah kepul giling 
Negative,Neutral,Negative,Neutral,indonesia malah banyak yg tau apa sampah daur ulang  sampah basah sampah botol plastik tempat yg sama  penting sekali sekolah orang tua ajar penting  indonesia yg lebih hijau
Neutral,Negative,Negative,Negative,cerita daur ulang baru step giling biji plastik butuh modal 50jt utk rakit mesin  begimana lebur  separasi ukur warna  pernah modal 500jt  etdah  sampah ni tweet  bubar bubar  jadi kuda 
Positive,Positive,Neutral,Positive,pusat riset ekonomi perilaku sirkuler badan riset inovasi nasional  brin  teliti potensi sampah plastik kemas lap layak daur ulang nila tinggi  iptek adadikompas
Negative,Negative,Negative,Negative,proses biji plastik jadi buah produk aja udah bayang emisi yg hasil  lg proses buat biji plastik yg panas campur bagai bahan kimia  tambah proses daur ulang plastik metode lebur  kali jumlah pabrik yg operasi  coba lo pikir
Neutral,Neutral,Neutral,Neutral,lestari jadi botol aqua buat plastik daur ulang  mohon cerah  aqua indonesia botol daurulang
Negative,Negative,Negative,Negative,c1 plastik jadi masalah dunia  produsen semua produk mau usaha besar kecil ga tuh mau tanggung jawab bikin tempat daur ulang sampah plastik  ritel cuma kasih tarif tetap biaya beban konsumen  masyarakat ga tertib 
Positive,Neutral,Positive,Neutral,ipi  ikat pulung indonesia  punya 5 juta anggota  industri daur ulang plastik tiap kota  industri petrokimia kawasan cilegon industri kemas makan  semua serap bas juta tenaga kerja  amp  investasi trilyunan rupiah 
Negative,Positive,Negative,Positive,teliti enzim daur ulang plastik kembang lama 15 tahun akhir  temu cara buat enzim operasi efisien suhu rendah  kini enzim laku  iptek adadikompas
Positive,Positive,Positive,Positive,bukan cuma lingkung daur ulang sampah plastik bantu putar ekonomi loh  mulai ber kawanplastik 
Neutral,Positive,Neutral,Negative,kalau plastik kemas  bahan nya daur ulang  kalau plastik kresek daur ulang  haduhh gitu aja masa gak tau sih  sok goblok goblok nya banget 
Negative,Neutral,Negative,Neutral,salah satu faktor sistem daur ulang sampah plastik jalan baik
Neutral,Positive,Positive,Positive,cek jenis material tangan sampah plastik kaca logam kertas  masuk popok bekas pakai  kamu daur ulang kamu kirim bijakkelolasampah yuk 
Positive,Neutral,Neutral,Neutral,guyyss udah tau plas token  token crypto pertama yg milik fasilitas daur ulang plastik  plasticfinance plas4future zerowaste
Neutral,Positive,Positive,Positive,nah kamu maupun penasaran gak sih bagaimana proses daur ulang rbu tangerang selatan  mana hasil daur ulang botol bekas akhir  apa produk hasil hasil daur ulang botol plastik 
Positive,Neutral,Positive,Neutral,hai sobatdkp kamu siap niih partisipasi plasticfreejuly  plastic free july gera global lopor orang - orang australia barat cara dramatis kurang plastik tingkat proses daur ulang 
Neutral,Positive,Negative,Positive,surabaya duitin  hiks  padahal oke banget buat kelola sampah plastik yg bs daur ulang 
Negative,Negative,Negative,Negative,botol plastik alami proses daur ulang baik benar  botol plastik alami daur ulang urai cara lambat butuh banyak waktu 
Negative,Neutral,Negative,Negative,2  pasta gigi padat nah genkz pasta gigi pasar lali kemas tabung plastik sayang kemas jenis sulit daur ulang  kandung bahan - bahan banyak asal senyawa - senyawa sintetis loh 
Neutral,Positive,Positive,Positive,4  ubah sampah plastik yg tolak kepul  loak jadi paving block  keren hasil daur ulang keren sumber nyerap sampah yg serap industri daur ulang skrg 
Negative,Neutral,Negative,Neutral,salah satu faktor sistem daur ulang sampah plastik jalan baik sadar masyarakat kurang buang sampah sembarang
Negative,Neutral,Negative,Neutral,arti kurang sampah lebih ramah lingkung  perlu timbang manajemen sampah kota  negara  kalo daur ulang plastik fasilitas baik bagus  kalo sampah cuma tumpuk aja lebih baik rangin   10  10 
Negative,Neutral,Negative,Neutral,perintah maju payung industri daur ulang plastik tanah air yg betul jadi kontributor kuat ekonomi nasional 
Negative,Positive,Negative,Positive,world jauh bagus cuma kirim sejak 7 bulan akhir  kapasitas kirim 5 - 10 ton  pabrik plastik stop krn pandemi daur ulang plastik hd  kantong plastik  kalau jelantah naik terus harga 
Positive,Neutral,Negative,Neutral,kalau memang tau apa rencana pupr depan  betul emang dana gak sedikit utama buat riset terap jalan umum sini terus berapa kuat - tahan aspal  terobos baru buat daur ulang sampah plastik lah
Positive,Neutral,Negative,Neutral,pilah sampah indonesia batas laku cara profesional  perlu segenap pihak bahu bahu bangun manajemen daur ulang plastik daya meminimalisir cemar 
Negative,Neutral,Negative,Neutral,exactly jey  aku ga tuju sedot sama gelas plastik hitung per pc  mending ikut cara udah laku hitung per kg  industri daur ulang efektif mindset orang - orang tahap environmental 
Negative,Neutral,Negative,Neutral,soal investasi industri daur ulang sampah plastik tantang luar biasa abrek  salah satu pilah sampah optimal  industri daur ulang mau repot mem bersih 
Neutral,Negative,Negative,Negative,iyah sih mb sini tempat daur ulang plastik sekarang satu - satu cara efisien
Negative,Negative,Negative,Negative,udah banyak kembang inovasi teknologi inovasi daur ulang sampah plastik kok banyak banget apa memang sampah terlalu banyak
Negative,Neutral,Negative,Neutral,surkulasi daur ulang plastik maksimal
Positive,Positive,Positive,Positive,klo rang apa substitusi nya om yg sifat murah riah kayak plastik  klo mending biar buat olah daur ulang arti dpt cipta lap kerja baik sbg pulung kumpul n olah limbah plastik simple kan om gud lak indonesia
Neutral,Neutral,Positive,Neutral,alif r kenal gua limbah2 plastik minta daur ulang 
Neutral,Neutral,Negative,Negative,jenis plastik milik banyak jalur daur ulang biar tumpuk kumpul baik akibat cemar lingkung nih sahabat 
Neutral,Negative,Neutral,Negative,populer news sirkulasi daur ulang plastik maksimal via
Neutral,Negative,Negative,Negative,sebenernya tdk sosialisasi kantong plastik aza  yg perlu ngimana cara nya kantong plastik ganti dgn kantong bahan daur ulang banyak kantong plastik  dengar anti kantong plastik produksi banyak 
Negative,Negative,Negative,Negative,nyata sampah plastik daur ulang uk ngga proses negeri malah kirim asia  parah banget sekarang malaysia jadi salah satu tuju rrt nolak ekspor sampah plastik  indonesia terima sampah investigasi 
Neutral,Positive,Negative,Negative,waste4change bantu daur ulang plastik kode resin 1 - 5  styrofoam bantu daur ulang  cek program kirim daur ulang sampah 
Neutral,Negative,Neutral,Negative,darurat bener deh sampah plastik aja yg gencar kampanye in galon sekali pakai meski alas daur ulang yg kemas gelas botol plastik apa kabar yg banyak akhir laut  sampah mikro plastik
Positive,Positive,Neutral,Positive,repost indo with get repost  nabung sampah butik daur ulang indo    plastik kemas oke minyak jelantah oke    info lengkap komen
Neutral,Positive,Positive,Positive,salah tampung sampah plastik tak daur ulang  sesal kemudian  mumpung lambat terlalu jauh tindak tegas hrs laku 
Neutral,Positive,Positive,Positive,tau jenis plastik   coba simak perhati gambar atas baik kira - kira laku hadap benda plastik lama dah sesuai   zerowaste
Negative,Negative,Neutral,Negative,laksono solusi jangka pendek  kalau mau loh sampah jangka panjang proses lama  dsn industri dukung  misal daur ulang sampah plastik punya  kalau datang usaha asing perlu dana  sabar lah dulu miskin 
Negative,Negative,Negative,Negative,mcr mas kalau sampeyan ngomong bio plastik argumen sampeyan sama kondisi dulu ga relevan  dimasalahin plastik udah 19 tahun ambang urai  apakabar plastik angkat  mau bilang daur ulang polusi udah level khawatir 
